Accession,Gene,protein length,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9,prot.10,prot.11,prot.12,prot.13,prot.14,prot.15,prot.16,prot.17,prot.18,prot.19,prot.20,prot.21,prot.22,prot.23,prot.24,prot.25,prot.26,prot.27,prot.28,prot.29,prot.30,prot.31,prot.32,prot.33,prot.34,prot.35,prot.36,prot.37,prot.38,prot.39,prot.40,prot.41,prot.42,RNA.1,RNA.2,RNA.3,RNA.4,RNA.5,RNA.6,RNA.7,RNA.8,RNA.9,RNA.10,RNA.11,RNA.12,RNA.13,RNA.14,RNA.15,RNA.16,RNA.17,RNA.18,RNA.19,RNA.20,RNA.21,RNA.22,RNA.23,RNA.24,RNA.25,RNA.26,RNA.27,RNA.28,RNA.29,RNA.30,RNA.31,RNA.32,RNA.33,RNA.34,RNA.35,RNA.36,RNA.37,RNA.38,RNA.39,RNA.40,RNA.41,RNA.42,GR.cluster,NM.cluster,GR.Pearson.r,NM.Pearson.r,all.Pearson.r,GR.Spearman.rho,NM.Spearman.rho,all.Spearman.rho
P47095,MDE1,244,48.13006411,35.72094058,43.05879302,45.92312526,57.35416537,44.88908154,31.4374797,38.49951283,15.2401023,31.26279129,25.92387872,35.75545011,28.1470877,26.33298347,30.40202302,53.18104068,30.04973487,25.93993468,27.77673122,25.07639805,31.4841132,61.6033309,67.58409461,75.8581995,93.23134062,33.79161911,40.45602235,18.82010016,42.74636628,48.29130837,44.81222732,54.78329237,39.01355902,60.45706709,44.13535274,46.08244278,40.17228215,49.45221514,33.0411871,32.96369059,45.89764985,33.35776695,0.315510321,0.230482634,0.37555263,0.607026311,0.577585279,0.552504844,0.318434769,0.358531516,0.402948411,0.344772688,0.332647877,0.337283317,0.495503164,0.513264332,0.493263293,0.557312294,0.555503631,0.572856118,0.901799058,0.799562702,1.005850044,0.866122798,0.652636019,0.685402213,0.700396884,0.616875264,0.602116673,0.364633433,0.305673753,0.253206418,0.227049934,0.223364799,0.210812188,0.332541973,0.362674903,0.324938214,0.402718836,0.468722021,0.412925671,0.327579682,0.297266602,0.332535835,3,1,-0.225993606,0.500063765,0.144918185,-0.345717234,0.328449328,-0.024066121
P47096,BNA1,177,1153.020029,760.7353477,1087.127557,1300.790073,923.6126908,914.7418098,797.0123042,1140.463895,1206.548586,1094.184109,875.7951545,865.6235981,796.9802673,784.9687513,993.5054416,1210.239182,1058.018214,731.0707072,1157.362155,1074.927648,1023.68574,1539.259443,1418.618893,2078.700136,1875.987662,1215.093762,2027.112987,1004.533439,1475.977935,1496.926541,1306.140153,1919.626582,1788.784576,2232.501567,1428.054682,1257.911485,1265.713414,1234.576168,1122.65913,1883.800273,1998.902796,1110.106201,0.694998205,0.703460004,0.820669209,1.911336832,1.767167537,1.518850548,0.628307895,0.76696425,0.801175337,0.674735156,0.663019917,0.67175135,0.924347633,0.891109267,0.987193738,1.036620506,0.954883722,1.072344079,1.582270686,1.514676005,1.900565608,2.583935445,2.132611259,2.282473774,2.525183497,2.301837326,2.275620576,0.75529394,0.65961851,0.48718157,0.849813573,0.872467706,0.773758896,0.730197436,0.813001156,0.803034501,1.213191768,1.763654412,1.640482183,0.995894024,0.802807298,0.947236345,3,1,0.230931675,0.12526596,0.254741153,0.141382869,0.117216117,0.203630176
P47103,CPR7,393,23.2843544,22.72574493,22.76536488,25.04043702,23.44819081,23.50812783,18.94942571,20.03349066,25.77876252,28.60680229,25.0746686,24.78306588,26.81097301,25.64747793,28.02480118,37.15272864,38.56107489,38.13974059,41.73028612,44.3897507,44.15669364,19.85852901,27.95741559,37.10803731,38.31026479,24.01095242,26.24279133,21.46323171,32.29098138,33.88056519,28.00486447,31.97633567,31.47940656,36.33345162,34.09200886,36.47266026,23.86068191,28.27595992,27.1378533,36.64052199,40.77291358,41.69811848,0.108440134,0.062935017,0.14340688,0.250589395,0.266044917,0.234530773,0.113665795,0.142345563,0.149278361,0.150068295,0.151597142,0.130277433,0.226162388,0.246041586,0.215640277,0.29894181,0.277975617,0.32233432,0.445663435,0.447626672,0.550382121,0.393463314,0.317815218,0.320180607,0.299275298,0.270020808,0.240372328,0.138637485,0.114772436,0.103651945,0.095520127,0.094395157,0.086590679,0.126160951,0.123329807,0.120668199,0.16784683,0.201310859,0.172266871,0.151428201,0.126723287,0.139176542,1,1,0.925013885,-0.244653727,0.388339643,0.913312693,-0.213675214,0.257434568
P47104,RAV1,1357,5.50385188,5.341648392,4.866978109,5.749146156,6.177790493,4.479053636,3.981059319,3.996828012,3.466375038,5.150802812,4.510321847,4.451249036,4.437251028,4.703099644,4.786537378,5.046463769,5.549351413,4.202096338,4.794003337,4.050291911,5.15064319,8.192284272,9.772947266,7.461055498,7.04602632,4.31893788,4.964150656,2.716691622,5.939088441,6.741390047,7.15637735,6.337541335,6.104641895,7.363063416,6.565218447,6.820885613,5.204246507,7.225129127,4.991536505,7.973293103,7.124379312,6.817822794,0.045169756,0.055722702,0.051078535,0.093393283,0.090739592,0.080548108,0.048794677,0.053911833,0.054281576,0.04882035,0.057567493,0.049889395,0.07832722,0.072248789,0.080156293,0.08039192,0.076423857,0.080174948,0.104324356,0.093336953,0.159461997,0.133660784,0.1044968,0.115280721,0.097159831,0.09532063,0.098726346,0.051309565,0.050096187,0.040270236,0.03034693,0.036114153,0.035317606,0.04502732,0.048203046,0.048851561,0.059820329,0.076050743,0.059487737,0.049360736,0.048709833,0.049935418,3,1,0.158568677,0.223880508,0.080263746,0.025799794,0.021367521,-0.122113281
P47111,VPS55,140,383.5480969,374.4244902,416.2977813,484.2891327,458.575251,418.8373376,294.8376613,315.8185915,158.9083324,257.71898,197.8928097,253.4141877,241.919271,244.7558697,274.9277061,233.549486,245.3348699,209.1479273,202.2115943,210.5946804,237.8701128,1102.862258,1269.685529,1413.38785,1006.493699,339.935871,421.6252038,111.1123745,272.84841,352.7411783,388.3916659,551.9834416,458.5682892,476.0636147,365.9827655,440.6034202,383.4351589,686.2527367,351.0289301,327.2848874,516.6725416,351.7015302,0.50951543,0.588698023,0.617896034,1.33049007,1.254629402,1.124215529,0.515002818,0.590498818,0.596333041,0.624099986,0.608612311,0.543661015,0.976327173,0.943734351,0.953905058,1.174644015,1.134394168,1.171477181,1.519471903,1.398102701,1.799712854,1.76077995,1.474493424,1.644847033,1.327405014,1.560722598,1.410019489,0.547531111,0.528134025,0.38891062,0.433450216,0.478974634,0.424547031,0.54131805,0.58303665,0.574050564,0.620860552,0.748793335,0.707169632,0.622147702,0.517229525,0.571621037,3,1,-0.462379139,0.670083121,0.395382653,-0.564499484,0.375457875,-0.006077303
P47112,TAH11,604,13.03693687,13.07778535,10.97667269,18.87508777,20.98440325,19.85158897,9.549090969,11.47479976,8.435643393,13.32649945,10.3661525,10.49259705,13.29295259,12.18380874,13.47716615,20.23130883,24.53364143,22.61379965,31.747855,26.0417415,26.53223287,38.20195496,31.76808938,31.7817546,25.85280272,16.8044505,22.87619736,7.289826052,12.78699051,15.21693255,17.89363913,18.02664956,22.63620104,20.11356367,15.11577692,19.62168986,22.09376775,26.0981511,21.51401728,17.26399133,25.73884632,19.40576857,0.10292373,0.109793634,0.112230193,0.194476947,0.185349894,0.171938016,0.073874879,0.089401204,0.094750391,0.074435592,0.069744883,0.073641869,0.09428698,0.09448022,0.090774274,0.127448372,0.117735599,0.147815872,0.23227495,0.213152534,0.260950901,0.248448273,0.189985956,0.197410531,0.231960811,0.251287378,0.224973485,0.091733143,0.086872663,0.055266973,0.042773613,0.043366241,0.039653797,0.063112043,0.066163696,0.056300967,0.094916188,0.118186874,0.100015817,0.070325556,0.081513864,0.078290081,3,1,0.879794252,0.52069617,0.612462634,0.758513932,0.424297924,0.517219026
P47116,PTK2,818,15.79635862,14.50053362,13.93862207,21.36106509,18.90701659,17.43091887,13.74271815,14.26046703,9.784970247,20.29494395,15.12715894,15.63318928,15.42748435,14.95568006,17.6393162,15.88867408,16.68197464,16.16875821,16.16334611,15.43337399,17.19544138,29.99712863,35.2395446,27.66586389,26.73389645,14.34383369,18.33857749,9.936595336,18.83542659,19.59938229,19.883321,24.83656847,19.72048092,27.20151692,21.31564342,21.96386586,16.63879982,23.35196753,15.45374946,18.78624724,24.16359173,17.89342575,0.145485032,0.235295287,0.167024798,0.273907309,0.272138403,0.256888546,0.144091714,0.168955616,0.179234331,0.173667062,0.168100031,0.161620089,0.239116158,0.209518934,0.240745744,0.197135465,0.22598148,0.224934323,0.336208521,0.309652624,0.389319127,0.357451147,0.314418504,0.365387124,0.296182818,0.33002003,0.326565147,0.179745742,0.1686214,0.119326113,0.085480783,0.096512405,0.09695616,0.126236006,0.130817927,0.146513115,0.142755195,0.188472391,0.172038651,0.152170178,0.137969381,0.147838726,3,1,0.278556008,0.315724599,0.183628026,0.457172343,0.053113553,-0.038327526
P47117,ARP3,449,1241.925168,1243.636358,1183.730352,1878.385424,1809.758274,1403.168445,940.166817,1009.497833,1075.270006,1434.307432,1338.067818,1235.540079,1370.101008,1358.46743,1408.188894,1825.676111,2158.652454,1802.405365,2204.143105,2204.974885,2126.982965,3692.032929,2870.108788,2360.044949,2420.516563,1458.772237,1674.608398,1125.722274,1830.955119,1950.077633,2216.260119,2403.015024,2173.681479,2109.557648,2074.247524,2192.262163,1657.474949,1985.016069,1543.620676,3215.248407,2838.592729,3233.54539,0.196169431,0.265576102,0.237724912,0.514780956,0.542398485,0.506223553,0.224923577,0.260146613,0.275531788,0.277827596,0.264602496,0.274445877,0.446221109,0.460180924,0.428878368,0.508960739,0.486807876,0.546303629,0.749296354,0.68333598,0.86883775,0.790037823,0.62207505,0.700774898,0.508711162,0.578375153,0.535734265,0.251229335,0.217709685,0.197405572,0.189337278,0.201294409,0.172807338,0.228400309,0.238318637,0.241618374,0.26887987,0.318943959,0.279759319,0.242876743,0.206354128,0.235532102,3,1,0.885105123,0.226208967,0.267226793,0.880288958,-0.054334554,0.126651001
P47119,HAM1,197,61.99208278,49.54553711,42.77243265,33.16992958,32.75597068,45.70909516,46.87231681,45.9530622,47.4953686,75.83826862,69.85556586,66.41911825,69.01428744,69.30256401,68.79900452,85.38015744,87.40556678,116.0353092,120.2185018,144.4843302,114.8489582,16.48860838,18.99017626,47.13273944,61.90361455,48.72207286,48.04799327,57.8002582,75.57241089,77.17004783,49.66246322,57.06284672,49.94953208,82.21930484,70.90140853,82.11422996,44.79814398,44.50586669,51.08565444,79.58156223,76.47219033,91.23989518,0.161505896,0.070993316,0.187337372,0.364754667,0.333134979,0.29669001,0.172364993,0.201611666,0.19938181,0.237578077,0.208391622,0.207819288,0.326725816,0.355130569,0.340367875,0.475952111,0.423524958,0.48286504,0.672403195,0.697671521,0.848908424,0.543009583,0.402763373,0.423583401,0.385214159,0.40265443,0.307749074,0.192316035,0.132969739,0.133063398,0.132351804,0.125607711,0.099155284,0.16467849,0.185984657,0.164448523,0.205715567,0.251031498,0.223015329,0.216316915,0.139275308,0.202188746,1,1,0.897786144,-0.634972903,0.430645785,0.892672859,-0.578754579,0.098776436
P47120,LIA1,325,49.75232766,51.73172284,55.72976335,56.17623403,53.59119965,65.76320187,43.67722314,45.55438518,37.88599748,89.4123416,78.86545592,72.92088102,76.22291571,72.79548589,78.42685819,169.9646423,164.5792679,233.1391585,281.5736522,386.2680885,273.6721084,50.89149543,46.73257487,92.61670715,109.9301392,68.53045285,87.58287304,62.16816023,92.65458802,87.67483706,71.37141221,102.1628274,90.54740178,103.356877,98.42949742,92.6714749,56.94195454,60.11893631,78.11308497,117.1261557,113.3067948,123.0557838,0.192472519,0.048482495,0.240410372,0.742167034,0.767646495,0.609123224,0.247764703,0.264881838,0.325818177,0.297020014,0.312762894,0.302637571,0.524340878,0.58781655,0.489949608,0.917273608,0.913893368,1.144774642,1.891179236,1.726781084,2.236980601,1.140662774,0.880548051,0.874340998,0.803400834,0.718296264,0.683522678,0.336560685,0.164086008,0.204639262,0.302735417,0.285925862,0.252206212,0.293856039,0.337384494,0.267804929,0.394345189,0.440910529,0.377088415,0.322722101,0.15366574,0.287733551,1,1,0.926968733,-0.30947958,0.762394826,0.810113519,-0.316239316,0.269751236
P47122,NPA3,385,39.17994156,38.39038145,32.05792264,46.76701487,66.6231653,44.93564257,32.5460247,36.04432458,41.56078205,58.16628916,58.0292755,52.70568342,66.41128217,69.46587869,63.47319647,108.1389126,102.2899602,98.35919794,144.2518394,125.4943172,156.6236424,37.08189485,70.8187639,57.93913509,54.28367245,46.78030611,55.93497589,62.19058544,71.23920742,69.85634614,68.15124132,70.26074113,61.48049044,75.53095604,78.5753013,57.86582085,45.23547461,57.78183105,65.76566387,76.82374758,64.71070187,68.53668912,0.2413394,0.160634364,0.280122186,0.582181102,0.567816564,0.465709214,0.220914813,0.26493226,0.278365057,0.252496315,0.250344271,0.246399255,0.387795581,0.397519311,0.373836483,0.522082436,0.463489628,0.572501005,0.766814691,0.779929774,1.038480299,0.821041634,0.716751391,0.711070285,0.638441929,0.622056566,0.555222283,0.27560914,0.189742243,0.167218843,0.209203212,0.202127271,0.173244941,0.214001123,0.240403068,0.211650319,0.303389293,0.338400991,0.281456509,0.226179745,0.179081293,0.237134368,3,1,0.953518535,-0.337402137,0.500465653,0.86377709,-0.414529915,0.108662183
P47123,MOG1,218,2.808179478,2.29625623,1.978976292,1.96037092,1.993272979,1.866575394,1.637578366,1.556336138,1.618296935,2.311312321,2.037885583,2.029087625,1.808860774,1.825400939,1.745635845,2.207570472,2.022195117,2.496652945,2.921576752,3.704414321,2.392780921,1.49600528,1.974688443,1.872108849,2.317521827,1.596403904,1.639645885,1.845349155,3.056244932,2.2854741,3.398184637,3.22508475,3.416146368,3.035324312,2.856559004,2.790342775,2.137175203,2.215697007,1.893573557,1.723622421,1.892793318,1.669815944,0.362218679,0.295262199,0.439290791,0.825991659,0.749190411,0.685261856,0.386326911,0.409433349,0.450997655,0.402198427,0.399648619,0.395692486,0.551488887,0.530446155,0.48666652,0.527156961,0.524712384,0.595967349,0.914427578,0.895526856,1.07602469,1.047791199,0.846781866,0.881744177,0.769823613,0.67809973,0.62199498,0.429629628,0.368204821,0.300924249,0.301010927,0.288081649,0.264845746,0.39264957,0.399317581,0.398774124,0.510543249,0.57423914,0.49983623,0.364298867,0.394149353,0.385329507,3,1,0.557890575,-0.495391355,-0.154741241,0.279669763,-0.431013431,-0.242686978
P47124,HOC1,396,333.9476215,325.1894255,304.2775883,539.0432328,541.8766573,512.49393,246.7760992,276.8780253,159.6885288,355.4443339,242.7300151,272.6150628,339.9362919,312.0838473,199.8378015,489.7556426,454.8716413,598.9369253,453.2792992,676.0109266,344.2147055,910.820684,1036.714273,935.559393,776.232329,352.9616474,460.0538932,162.9533799,343.2934907,416.053029,489.71833,584.6597314,485.3844733,505.9698254,403.2813978,471.1982291,449.0130988,678.7625333,405.8345109,324.0392652,501.0781452,358.1868088,0.272703019,0.168657263,0.350261554,0.531003563,0.514586291,0.424206008,0.309956027,0.357612979,0.362948411,0.364235599,0.369043632,0.353700127,0.590040755,0.581475084,0.576273854,0.741749234,0.649986763,0.78599199,1.037996918,0.983089276,1.365592992,0.751427974,0.593474659,0.617272999,0.593925848,0.574713648,0.517373157,0.370166871,0.28051567,0.253443686,0.206529328,0.209127861,0.181416436,0.351176881,0.38424058,0.360150129,0.395985355,0.461791682,0.395957276,0.364114804,0.27426727,0.355875805,1,1,0.566197969,0.599657583,0.283852115,0.618163055,0.423076923,0.339923831
P47125,BNA2,453,153.0634707,144.736041,126.284106,57.19730873,52.6286743,55.16858159,77.7328524,88.58283631,44.23225085,79.83255917,67.59810223,46.90523238,46.39718826,39.1952959,55.86834454,41.07631387,37.84082496,43.90505371,47.20638781,46.42311837,46.96015369,82.31319473,71.51965991,107.5359163,199.8913465,95.27051674,107.2521016,63.39262537,121.3247164,123.9687417,114.4312051,144.3295011,136.9800044,139.6876917,120.2392163,139.3521317,110.1546435,114.6444581,99.24528307,93.41197411,140.6295595,95.7547269,0.233222259,0.152996871,0.278275286,0.276229242,0.246856617,0.244265936,0.155407117,0.19855689,0.190080911,0.130091444,0.13429292,0.127904384,0.128647818,0.114706132,0.13782284,0.09586692,0.091541084,0.103230693,0.14900379,0.132765834,0.192010307,0.372641089,0.297015954,0.33304453,0.423335069,0.42020293,0.415274064,0.190407051,0.166171443,0.116570359,0.135417777,0.133814702,0.11696726,0.168332751,0.199856335,0.165977356,0.209323969,0.22380843,0.201898751,0.170447473,0.164028389,0.163459578,2,1,0.668746859,-0.034901197,0.304216588,0.768833849,-0.352869353,0.342192691
P47127,AIM24,394,22.50063893,19.91287207,17.36030779,23.52208015,23.59165434,27.14571671,15.97524519,16.70686945,23.83886551,32.67312512,27.91749157,28.55487727,30.11255342,26.78481483,29.70776154,41.67425703,40.43268638,45.56882497,44.0109933,63.1564406,47.77213474,24.89985298,31.69357196,49.05516397,51.22049991,28.05830187,25.85870764,33.16445029,47.72369833,41.34417622,71.25926285,79.30822542,66.23099823,43.46324273,48.44338703,57.83223829,27.7016303,34.98350174,27.86506543,45.97743165,41.86907979,40.02124687,0.186313744,0.199655099,0.209690644,0.579853095,0.573329305,0.506733195,0.215012096,0.263390609,0.266811747,0.304203739,0.278738651,0.264382041,0.465342382,0.441791395,0.454386455,0.565006554,0.570459051,0.59585726,0.842713432,0.770998234,0.965068103,0.862737266,0.730717662,0.798665846,0.519899554,0.585349463,0.565456408,0.252911501,0.194175108,0.18130544,0.405817872,0.42260772,0.375155337,0.327683065,0.347126484,0.372162326,0.352052373,0.418426328,0.374042939,0.266314653,0.205496963,0.24725523,1,1,0.873479092,-0.104215813,0.199491384,0.91744066,-0.071428571,0.227615266
P47129,ACF4,309,5.436229524,4.311753977,5.10497532,4.864447707,5.117771952,4.428212105,3.546727971,3.284862156,8.140755723,7.402988549,6.236471408,4.945180864,4.590445223,4.079811926,6.75619308,6.732372252,5.09999117,6.566443451,4.533233423,6.415655098,7.016641924,5.524523762,9.034056017,11.60661226,10.42661341,3.979066743,5.719483813,4.357893494,6.834324167,9.240763075,7.56113001,11.7708252,5.973436574,8.446982352,7.510760554,7.133580531,4.757970439,5.696888578,7.532764968,6.757073006,7.729717423,7.659970768,0.142672985,0.130217251,0.180726217,0.288778959,0.272382286,0.253058782,0.162978753,0.169435808,0.178592681,0.170470403,0.179939754,0.188475972,0.282319615,0.237778162,0.255488605,0.27373735,0.263479159,0.279321264,0.360668619,0.383136001,0.45790858,0.362269228,0.304205872,0.342967502,0.271497734,0.314599232,0.246439417,0.194344973,0.143276342,0.117525675,0.101191704,0.10631955,0.095215376,0.149210082,0.152596197,0.158133136,0.162397568,0.213447806,0.177350039,0.166189848,0.150859634,0.167488931,3,1,0.26260027,-0.093469452,-0.087666155,0.271413829,-0.248473748,-0.209464387
P47130,CSN12,423,106.3401556,97.94895802,96.22861348,93.81649428,100.8248204,97.14570886,74.85283507,74.40942147,64.57052312,94.72489315,81.11551256,82.22235205,89.69916496,84.77858628,95.32992764,113.4566811,114.1502626,117.0482617,111.775162,125.609432,133.1840176,117.5924201,165.8043094,187.5871338,172.2287211,84.77293898,99.58222386,55.68305491,106.1637389,112.2419813,120.8584999,151.1505469,133.2368039,134.0560908,117.4350908,123.5720633,95.87724833,139.8909412,100.8325003,92.4378016,123.3342056,106.0952957,0.076597026,0.057443509,0.093016775,0.175552257,0.170040849,0.158701782,0.083134415,0.098663188,0.109370803,0.113519985,0.112360697,0.105688297,0.186223442,0.179146158,0.173172417,0.206064331,0.222804077,0.241593523,0.34104628,0.348735794,0.3955511,0.248490096,0.203127286,0.214383896,0.224225063,0.220651497,0.197358998,0.109951344,0.078440822,0.066593272,0.073437758,0.078725554,0.07152417,0.107564063,0.1056131,0.104436101,0.116593485,0.130549063,0.124860108,0.100029687,0.080066392,0.098434661,1,1,0.762962413,0.278844474,0.274681649,0.626418989,0.034188034,0.149663723
P47133,EMC2,292,385.7948858,393.3679794,352.0474595,526.9468446,593.3036837,480.3446382,357.7512025,341.4385214,225.551282,456.7949153,410.6079301,426.6130395,445.4318584,434.2960615,438.0683683,535.4990411,568.0999089,547.8189872,632.5192482,597.5302675,655.662687,667.5258089,672.7727502,726.4023952,787.6563947,463.1775925,498.9760664,279.2749071,536.9736743,542.7508929,611.4048355,672.7203489,604.9315947,645.4080018,575.2298715,664.9649918,506.0815362,688.5614196,508.5039464,637.36102,726.6512998,687.8238179,0.225298035,0.190269599,0.282623336,0.561337844,0.523071004,0.440542715,0.23711521,0.268550763,0.301822555,0.284468303,0.300383928,0.261097202,0.405088799,0.409459557,0.438668984,0.511189526,0.494107296,0.489274956,0.70351515,0.66311042,0.852774899,0.744490894,0.609462914,0.660411247,0.752066325,0.601038733,0.532261986,0.266324868,0.216409138,0.189460661,0.181729985,0.183188263,0.172372863,0.228606003,0.261662882,0.250478615,0.325550325,0.384457481,0.351302528,0.289718851,0.2297909,0.260412826,3,1,0.865272237,0.249690518,0.358884476,0.820433437,0.057387057,0.196499473
P47135,JSN1,1091,0.588707196,0.541840841,0.543296641,0.845713291,0.84505883,0.768846104,0.449051306,0.499900587,0.344179069,0.659576233,0.519519312,0.559424185,0.552656377,0.508430187,0.577726067,0.62895262,0.540377843,0.65543347,0.491814919,0.729365041,0.641090672,1.206360456,1.274533888,1.319444778,1.15097386,0.486976232,0.642956944,0.344467061,0.696787661,0.66005142,0.957018545,1.020628026,0.815990372,0.859314427,0.785868583,0.81641084,0.663995468,0.924237871,0.562510737,0.469415209,0.759929876,0.613824407,0.152757621,0.202539882,0.187587043,0.400028833,0.377716561,0.331083938,0.167013202,0.181939177,0.19082318,0.195332332,0.18434264,0.180798913,0.275276676,0.253018632,0.269451981,0.262519425,0.270185804,0.296103701,0.409339718,0.398034627,0.509594437,0.492467201,0.425911241,0.477286375,0.355222392,0.347287511,0.352322109,0.179714872,0.174067373,0.12904552,0.118974517,0.132624936,0.138387672,0.142062202,0.156414939,0.170388258,0.19962452,0.249070394,0.222392334,0.160920696,0.153630151,0.172514395,3,1,0.430293028,0.537146239,0.394675148,0.347781218,0.247252747,0.107041569
P47136,BUD4,1447,1.814469667,1.590331833,1.00808135,3.09286395,2.790529452,2.658507842,1.425605171,1.751814544,1.647266659,2.680978936,1.678628395,1.703996441,2.153733734,2.505064044,2.316373118,2.780837021,4.705624814,5.178235405,5.11632686,5.403990355,2.941779549,4.569749371,4.814922963,2.470353199,1.800053258,1.247692375,2.875605721,1.06892785,2.122548122,2.502500951,2.91876557,3.05814259,2.495300634,2.915300793,2.584280686,3.022230382,2.929669878,3.183755151,2.010353022,3.339759416,2.427845295,3.32671262,0.041369043,0.03477867,0.050674325,0.110763191,0.105853079,0.086347522,0.063542862,0.064932621,0.064309887,0.078391131,0.074826272,0.070023573,0.120294315,0.122237526,0.114998987,0.170386686,0.160944556,0.176744609,0.241261495,0.228716347,0.298571469,0.140391,0.124399209,0.14125363,0.106247151,0.124983148,0.106443719,0.064818311,0.051896667,0.047067456,0.043217058,0.043846814,0.040268008,0.054552956,0.056548393,0.057989174,0.062060653,0.07027924,0.055907338,0.054422497,0.041878198,0.057774027,1,1,0.766397579,0.248707899,0.563294878,0.892672859,0.02991453,0.372984361
P47137,YJR096W,282,401.971371,429.5880341,414.2545159,565.1013924,580.1840881,587.8090428,241.9560638,257.5541216,342.8404902,320.0423736,262.5558856,253.3051531,187.8952049,197.9601328,238.3302331,150.0823236,163.4151362,110.4209287,142.0821516,166.0555184,186.0119448,479.2993341,497.4859645,399.6917557,452.513522,400.3952354,475.5160867,220.8026661,398.7234084,312.7636064,405.6618673,287.0686136,234.3471111,403.7820005,404.8995998,335.4235749,278.3459805,381.1661219,457.1305602,690.5223884,599.7878031,559.7860993,0.310200725,1.188358109,0.342711293,0.999135903,0.847025699,0.959051157,0.202029885,0.240304801,0.248949899,0.203152484,0.199994047,0.219129298,0.250480157,0.223524757,0.245514983,0.14333847,0.14453895,0.144669765,0.181356999,0.185646618,0.190641334,1.364787597,1.096710683,1.261714472,0.842240997,0.938957134,0.873975147,0.215101795,0.393387425,0.180142681,0.082349362,0.107352982,0.098054404,0.160266599,0.149943299,0.157604793,0.158151872,0.190088307,0.199482484,0.223302978,0.343142369,0.266806577,2,1,0.619819533,0.446171651,0.530835079,0.82249742,0.531746032,0.589336358
P47138,JJJ3,172,33.56107076,32.90451426,43.26650612,43.25647214,42.51195111,51.53068014,48.01257704,62.84709425,34.41606111,72.10214742,47.99107548,29.0316383,29.6317657,42.73456205,53.02536039,68.31131121,77.17145559,148.0513214,93.78360003,193.860791,171.2038722,76.24675305,78.93958558,62.87590614,61.84943031,65.41115741,66.91013807,21.41537241,29.49903044,48.02963472,37.78680832,52.90629053,37.74781914,55.97840746,44.68941951,38.80759817,38.74863653,57.70969837,45.94529106,48.33031951,61.18269648,25.95187649,0.24164052,0.097053138,0.26051018,0.529991067,0.517941777,0.408655266,0.215629002,0.240708719,0.25121354,0.224902431,0.24970341,0.224926955,0.32785277,0.35017121,0.302367554,0.48704808,0.46656032,0.549938399,0.760638063,0.730601521,0.868030424,0.609513733,0.5175416,0.443486682,0.710398627,0.498095419,0.437158935,0.245099247,0.167676732,0.133677172,0.190144284,0.192904925,0.158311431,0.205394928,0.240691808,0.212294023,0.351791187,0.371970097,0.338599919,0.213515472,0.167137055,0.207670378,1,1,0.848564492,0.545027955,0.722955723,0.640866873,0.447496947,0.587553683
P47139,YJR098C,656,6.418099635,7.884326832,5.477904116,9.543844036,9.212754822,8.34021725,4.691469148,5.480211998,8.742601656,6.843729071,6.162745976,7.916046411,7.998207138,8.160802262,7.756986956,12.22468356,12.60041649,11.19555135,14.42048159,12.59592485,11.94743208,22.29018351,14.69930888,9.251499596,10.21783884,7.157389129,8.548646997,4.336977961,9.24224958,8.708961934,10.64160351,12.48070186,16.88928891,12.20402336,10.73771307,9.723028254,10.73163871,8.590872056,7.509987839,8.868150621,12.17972593,9.31915756,0.042376341,0.058536785,0.059778206,0.090306181,0.085981751,0.075245199,0.058417401,0.06547551,0.065107199,0.068529873,0.071990862,0.069825526,0.105534333,0.09386102,0.107935745,0.094406367,0.098864077,0.104578088,0.144751757,0.143693356,0.197722186,0.128392512,0.10260742,0.121004378,0.093371297,0.099452039,0.0931348,0.060744777,0.051217254,0.047121278,0.041348388,0.047250282,0.038049876,0.06087401,0.061219597,0.058724761,0.067353954,0.091679133,0.074729956,0.060776172,0.061982293,0.059713,3,1,0.749868905,0.231170838,0.342986923,0.721362229,-0.050671551,0.243497285
P47142,VPS25,202,44.22113016,35.59064977,28.80744003,38.18719326,41.69939936,35.48083359,28.98305858,29.23916881,20.60153477,44.40493987,38.26091365,38.11074243,43.61847925,36.13465212,40.26327034,51.09810151,54.88929847,56.76474674,63.07354689,72.61135227,70.38113312,29.21361241,60.22938946,37.42153813,46.24620364,39.04589993,42.22598182,41.96168029,64.94722518,66.57677488,61.6068152,56.65842544,55.85651083,70.27229914,69.87442709,78.06023676,45.85018828,56.64460969,47.4206523,77.96128745,78.67304473,80.77451447,0.148242684,0.163752184,0.189637251,0.311967003,0.300214374,0.309857014,0.16368782,0.200371572,0.195185166,0.198217701,0.193160094,0.169538279,0.273114824,0.26058548,0.275751849,0.280184156,0.271324809,0.302181211,0.387107425,0.349241451,0.472908235,0.41030733,0.329565754,0.356663454,0.342248687,0.337421365,0.29239755,0.171232871,0.161357834,0.11120659,0.117533379,0.113931378,0.101211592,0.15130524,0.169226255,0.172885399,0.188186483,0.251543659,0.199620449,0.169556929,0.153498576,0.168374451,3,1,0.82407317,-0.516467454,-0.141822421,0.735810114,-0.567765568,-0.220646625
